OFFICIAL_GENE_SYMBOL	Name	Species
HIST1H4K	histone cluster 1, H4l; histone cluster 1, H4k; histone cluster 4, H4; histone cluster 1, H4h; histone cluster 1, H4j; histone cluster 1, H4i; histone cluster 1, H4d; histone cluster 1, H4c; histone cluster 1, H4f; histone cluster 1, H4e; histone cluster 1, H4b; histone cluster 1, H4a; histone cluster 2, H4a; histone cluster 2, H4b	Homo sapiens
BOLA2	bolA homolog 2 (E. coli); bolA homolog 2B (E. coli)	Homo sapiens
BOLA2B	bolA homolog 2 (E. coli); bolA homolog 2B (E. coli)	Homo sapiens
SPPL3	signal peptide peptidase 3	Homo sapiens
GNAT1	guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 1	Homo sapiens
PRSS46	similar to 1700112C13Rik protein	Homo sapiens
HTR3C	5-hydroxytryptamine (serotonin) receptor 3, family member C	Homo sapiens
CNOT6L	CCR4-NOT transcription complex, subunit 6-like	Homo sapiens
TFE3	transcription factor binding to IGHM enhancer 3	Homo sapiens
ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	Homo sapiens
ST6GAL2	ST6 beta-galactosamide alpha-2,6-sialyltranferase 2	Homo sapiens
TUBGCP6	tubulin, gamma complex associated protein 6	Homo sapiens
HCN1	hyperpolarization activated cyclic nucleotide-gated potassium channel 1	Homo sapiens
FDXR	ferredoxin reductase	Homo sapiens
HIST1H3E	histone cluster 1, H3j; histone cluster 1, H3i; histone cluster 1, H3h; histone cluster 1, H3g; histone cluster 1, H3f; histone cluster 1, H3e; histone cluster 1, H3d; histone cluster 1, H3c; histone cluster 1, H3b; histone cluster 1, H3a; histone cluster 1, H2ad; histone cluster 2, H3a; histone cluster 2, H3c; histone cluster 2, H3d	Homo sapiens
HIST1H3F	histone cluster 1, H3j; histone cluster 1, H3i; histone cluster 1, H3h; histone cluster 1, H3g; histone cluster 1, H3f; histone cluster 1, H3e; histone cluster 1, H3d; histone cluster 1, H3c; histone cluster 1, H3b; histone cluster 1, H3a; histone cluster 1, H2ad; histone cluster 2, H3a; histone cluster 2, H3c; histone cluster 2, H3d	Homo sapiens
HIST1H3I	histone cluster 1, H3j; histone cluster 1, H3i; histone cluster 1, H3h; histone cluster 1, H3g; histone cluster 1, H3f; histone cluster 1, H3e; histone cluster 1, H3d; histone cluster 1, H3c; histone cluster 1, H3b; histone cluster 1, H3a; histone cluster 1, H2ad; histone cluster 2, H3a; histone cluster 2, H3c; histone cluster 2, H3d	Homo sapiens
HIST1H3G	histone cluster 1, H3j; histone cluster 1, H3i; histone cluster 1, H3h; histone cluster 1, H3g; histone cluster 1, H3f; histone cluster 1, H3e; histone cluster 1, H3d; histone cluster 1, H3c; histone cluster 1, H3b; histone cluster 1, H3a; histone cluster 1, H2ad; histone cluster 2, H3a; histone cluster 2, H3c; histone cluster 2, H3d	Homo sapiens
HIST1H3C	histone cluster 1, H3j; histone cluster 1, H3i; histone cluster 1, H3h; histone cluster 1, H3g; histone cluster 1, H3f; histone cluster 1, H3e; histone cluster 1, H3d; histone cluster 1, H3c; histone cluster 1, H3b; histone cluster 1, H3a; histone cluster 1, H2ad; histone cluster 2, H3a; histone cluster 2, H3c; histone cluster 2, H3d	Homo sapiens
PPA1	pyrophosphatase (inorganic) 1	Homo sapiens
CCDC107	coiled-coil domain containing 107	Homo sapiens
DNAI1	dynein, axonemal, intermediate chain 1	Homo sapiens
OAF	OAF homolog (Drosophila)	Homo sapiens
NFIB	nuclear factor I/B	Homo sapiens
SPIRE1	spire homolog 1 (Drosophila)	Homo sapiens
FNIP1	folliculin interacting protein 1	Homo sapiens
TLE2	transducin-like enhancer of split 2 (E(sp1) homolog, Drosophila)	Homo sapiens
MAPRE2	microtubule-associated protein, RP/EB family, member 2	Homo sapiens
WNT4	wingless-type MMTV integration site family, member 4	Homo sapiens
SVOP	SV2 related protein homolog (rat)	Homo sapiens
SNORD62A	small nucleolar RNA, C/D box 62A; small nucleolar RNA, C/D box 62B	Homo sapiens
SNORD62B	small nucleolar RNA, C/D box 62A; small nucleolar RNA, C/D box 62B	Homo sapiens
DEGS1	degenerative spermatocyte homolog 1, lipid desaturase (Drosophila)	Homo sapiens
HIST1H2BI	histone cluster 1, H2bi; histone cluster 1, H2bg; histone cluster 1, H2be; histone cluster 1, H2bf; histone cluster 1, H2bc	Homo sapiens
DCAF7	WD repeat domain 68	Homo sapiens
FAM50A	family with sequence similarity 50, member A	Homo sapiens
REXO1	REX1, RNA exonuclease 1 homolog (S. cerevisiae)	Homo sapiens
TWSG1	twisted gastrulation homolog 1 (Drosophila)	Homo sapiens
ATP6V0C	ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c	Homo sapiens
PCDHA1	protocadherin alpha 1; protocadherin alpha 4	Homo sapiens
ZNF282	zinc finger protein 282	Homo sapiens
FBXL7	F-box and leucine-rich repeat protein 7	Homo sapiens
ANKRD12	ankyrin repeat domain 12	Homo sapiens
ANXA6	annexin A6	Homo sapiens
OR10AD1	olfactory receptor, family 10, subfamily AD, member 1	Homo sapiens
SAMD1	sterile alpha motif domain containing 1	Homo sapiens
ELFN1	extracellular leucine-rich repeat and fibronectin type III domain containing 1	Homo sapiens
GPD1	glycerol-3-phosphate dehydrogenase 1 (soluble)	Homo sapiens
BEND6	BEN domain containing 6	Homo sapiens
ENHO	energy homeostasis associated	Homo sapiens
SP7	Sp7 transcription factor	Homo sapiens
PIK3R2	phosphoinositide-3-kinase, regulatory subunit 2 (beta)	Homo sapiens
PEX16	peroxisomal biogenesis factor 16	Homo sapiens
GATAD2A	GATA zinc finger domain containing 2A	Homo sapiens
COLEC12	collectin sub-family member 12	Homo sapiens
CDC25B	cell division cycle 25 homolog B (S. pombe)	Homo sapiens
HYAL1	hyaluronoglucosaminidase 1	Homo sapiens
SCGB1A1	secretoglobin, family 1A, member 1 (uteroglobin)	Homo sapiens
PCDHGB6	protocadherin gamma subfamily B, 6	Homo sapiens
TESK1	testis-specific kinase 1	Homo sapiens
NSUN7	NOL1/NOP2/Sun domain family, member 7	Homo sapiens
CENPA	centromere protein A	Homo sapiens
BCL7A	B-cell CLL/lymphoma 7A	Homo sapiens
AKR1B15	aldo-keto reductase family 1, member B10 (aldose reductase); aldo-keto reductase family 1, member B10-like	Homo sapiens
HIPK1	homeodomain interacting protein kinase 1	Homo sapiens
RICTOR	RPTOR independent companion of MTOR, complex 2	Homo sapiens
RNU6-1	RNA, U6 small nuclear 2; RNA, U6 small nuclear 1	Homo sapiens
RNU6-2	RNA, U6 small nuclear 2; RNA, U6 small nuclear 1	Homo sapiens
RHOH	ras homolog gene family, member H	Homo sapiens
HSPA8	heat shock 70kDa protein 8	Homo sapiens
TXN	thioredoxin	Homo sapiens
UBXN6	UBX domain protein 6	Homo sapiens
PLIN2	adipose differentiation-related protein	Homo sapiens
IGFBPL1	insulin-like growth factor binding protein-like 1	Homo sapiens
SNORD71	small nucleolar RNA, C/D box 71	Homo sapiens
PSMG3	proteasome (prosome, macropain) assembly chaperone 3	Homo sapiens
NFKBIL1	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1	Homo sapiens
UBQLN4	ubiquilin 4	Homo sapiens
OSMR	oncostatin M receptor	Homo sapiens
TIMM17A	translocase of inner mitochondrial membrane 17 homolog A (yeast)	Homo sapiens
ZNF592	zinc finger protein 592	Homo sapiens
RPL10A	ribosomal protein L10a pseudogene 6; ribosomal protein L10a; ribosomal protein L10a pseudogene 9	Homo sapiens
COX7A2L	cytochrome c oxidase subunit VIIa polypeptide 2 like	Homo sapiens
MRPL2	mitochondrial ribosomal protein L2	Homo sapiens
RCAN3	RCAN family member 3	Homo sapiens
LOC100131289	similar to hCG1820927	Homo sapiens
PRSS16	protease, serine, 16 (thymus)	Homo sapiens
SEC22B	SEC22 vesicle trafficking protein homolog B (S. cerevisiae)	Homo sapiens
KCNC4	potassium voltage-gated channel, Shaw-related subfamily, member 4	Homo sapiens
MZF1	myeloid zinc finger 1	Homo sapiens
BCL2L13	BCL2-like 13 (apoptosis facilitator)	Homo sapiens
TBXA2R	thromboxane A2 receptor	Homo sapiens
BET1	hypothetical protein LOC100128542; blocked early in transport 1 homolog (S. cerevisiae)	Homo sapiens
EMP1	epithelial membrane protein 1	Homo sapiens
IL32	interleukin 32	Homo sapiens
NCOA1	nuclear receptor coactivator 1	Homo sapiens
MRPL42P5	mitochondrial ribosomal protein L42 pseudogene 5	Homo sapiens
CYP2S1	cytochrome P450, family 2, subfamily S, polypeptide 1	Homo sapiens
RBBP8	retinoblastoma binding protein 8	Homo sapiens
TBC1D30	TBC1 domain family, member 30	Homo sapiens
ZFYVE28	zinc finger, FYVE domain containing 28	Homo sapiens
C11orf95	hypothetical protein LOC65998	Homo sapiens
PCDHGA9	protocadherin gamma subfamily A, 9	Homo sapiens
TMEM8B	transmembrane protein 8B	Homo sapiens
FRYL	FRY-like	Homo sapiens
NANOG	Nanog homeobox pseudogene 8; Nanog homeobox	Homo sapiens
ATP1A1	ATPase, Na+/K+ transporting, alpha 1 polypeptide	Homo sapiens
SBSN	suprabasin	Homo sapiens
ELOVL2	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2	Homo sapiens
ARRB2	arrestin, beta 2	Homo sapiens
IL18	interleukin 18 (interferon-gamma-inducing factor)	Homo sapiens
ECE2	endothelin converting enzyme 2	Homo sapiens
LOC100287036	hypothetical protein LOC100287036	Homo sapiens
CNTFR	ciliary neurotrophic factor receptor	Homo sapiens
C5orf42	chromosome 5 open reading frame 42	Homo sapiens
SHISA3	shisa homolog 3 (Xenopus laevis)	Homo sapiens
EIF2B1	eukaryotic translation initiation factor 2B, subunit 1 alpha, 26kDa	Homo sapiens
ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	Homo sapiens
IRX4	iroquois homeobox 4	Homo sapiens
ELAVL2	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)	Homo sapiens
PXDN	peroxidasin homolog (Drosophila)	Homo sapiens
SCARNA9L	small Cajal body-specific RNA 9-like (retrotransposed); small Cajal body-specific RNA 9	Homo sapiens
CYP26C1	cytochrome P450, family 26, subfamily C, polypeptide 1	Homo sapiens
PPP2R2C	protein phosphatase 2 (formerly 2A), regulatory subunit B, gamma isoform	Homo sapiens
RNF128	ring finger protein 128	Homo sapiens
HIST1H4G	histone cluster 1, H4g	Homo sapiens
DNAJC5G	DnaJ (Hsp40) homolog, subfamily C, member 5 gamma	Homo sapiens
ACER3	alkaline ceramidase 3	Homo sapiens
DEFB107A	defensin, beta 107B; defensin, beta 107A	Homo sapiens
DEFB107B	defensin, beta 107B; defensin, beta 107A	Homo sapiens
CC2D1A	coiled-coil and C2 domain containing 1A	Homo sapiens
GLIPR2	GLI pathogenesis-related 2	Homo sapiens
KLHDC8B	kelch domain containing 8B	Homo sapiens
FLJ37453	hypothetical LOC729614	Homo sapiens
CAP2	CAP, adenylate cyclase-associated protein, 2 (yeast)	Homo sapiens
SLC7A8	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	Homo sapiens
GRIN3B	glutamate receptor, ionotropic, N-methyl-D-aspartate 3B	Homo sapiens
DEFB136	defensin, beta 136	Homo sapiens
LPCAT1	lysophosphatidylcholine acyltransferase 1	Homo sapiens
LGALS2	lectin, galactoside-binding, soluble, 2	Homo sapiens
PRSS41	testis serine protease 1	Homo sapiens
ZNF518B	zinc finger protein 518B	Homo sapiens
NFXL1	nuclear transcription factor, X-box binding-like 1	Homo sapiens
ATP6V1G2	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2	Homo sapiens
RBM6	RNA binding motif protein 6	Homo sapiens
SLC22A18AS	solute carrier family 22 (organic cation transporter), member 18 antisense	Homo sapiens
ADI1	acireductone dioxygenase 1	Homo sapiens
MRPL40	mitochondrial ribosomal protein L40	Homo sapiens
SNAR-A1	small ILF3/NF90-associated RNA A1	Homo sapiens
SYNPO	synaptopodin	Homo sapiens
RNU2-1	RNA, U2 small nuclear 1; RNA, U2 small nuclear 2	Homo sapiens
HOXB7	homeobox B7	Homo sapiens
NHLRC1	NHL repeat containing 1	Homo sapiens
DENND4C	DENN/MADD domain containing 4C	Homo sapiens
EXPH5	exophilin 5	Homo sapiens
NR2F6	nuclear receptor subfamily 2, group F, member 6	Homo sapiens
GBA2	glucosidase, beta (bile acid) 2	Homo sapiens
PLCG2	phospholipase C, gamma 2 (phosphatidylinositol-specific)	Homo sapiens
SCMH1	sex comb on midleg homolog 1 (Drosophila)	Homo sapiens
CDKL3	cyclin-dependent kinase-like 3	Homo sapiens
HOXB8	homeobox B8	Homo sapiens
LOC728975	hypothetical protein LOC728975	Homo sapiens
GFRA4	GDNF family receptor alpha 4	Homo sapiens
HTR3B	5-hydroxytryptamine (serotonin) receptor 3B	Homo sapiens
SVOPL	SVOP-like	Homo sapiens
ZNF3	zinc finger protein 3	Homo sapiens
MIR181C	microRNA 181c	Homo sapiens
GOLGA2	golgi autoantigen, golgin subfamily a, 2	Homo sapiens
WFS1	Wolfram syndrome 1 (wolframin)	Homo sapiens
GREB1L	KIAA1772	Homo sapiens
UNC13B	unc-13 homolog B (C. elegans)	Homo sapiens
PSMD2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 2	Homo sapiens
DCAF16	chromosome 4 open reading frame 30	Homo sapiens
PITX3	paired-like homeodomain 3	Homo sapiens
ZNF48	zinc finger protein 48	Homo sapiens
LRRC23	leucine rich repeat containing 23	Homo sapiens
RAB8A	RAB8A, member RAS oncogene family	Homo sapiens
FFAR1	free fatty acid receptor 1	Homo sapiens
C17orf107	hypothetical protein LOC100130311	Homo sapiens
PANX3	pannexin 3	Homo sapiens
HIRA	HIR histone cell cycle regulation defective homolog A (S. cerevisiae)	Homo sapiens
IFITM1	interferon induced transmembrane protein 1 (9-27)	Homo sapiens
RNF19B	ring finger protein 19B	Homo sapiens
HINT2	histidine triad nucleotide binding protein 2	Homo sapiens
EXOG	endo/exonuclease (5'-3'), endonuclease G-like	Homo sapiens
KIF4A	kinesin family member 4B; kinesin family member 4A	Homo sapiens
AKAP2	A kinase (PRKA) anchor protein 2; paralemmin 2; PALM2-AKAP2 readthrough transcript	Homo sapiens
LOC100288162	hypothetical protein LOC100288162	Homo sapiens
NAT6	N-acetyltransferase 6 (GCN5-related)	Homo sapiens
PPIE	peptidylprolyl isomerase E (cyclophilin E)	Homo sapiens
EVC2	Ellis van Creveld syndrome 2	Homo sapiens
NKX3-2	NK3 homeobox 2	Homo sapiens
ZMYND11	zinc finger, MYND domain containing 11	Homo sapiens
EIF4G3	eukaryotic translation initiation factor 4 gamma, 3	Homo sapiens
IL4I1	interleukin 4 induced 1	Homo sapiens
LHCGR	luteinizing hormone/choriogonadotropin receptor	Homo sapiens
FHAD1	forkhead-associated (FHA) phosphopeptide binding domain 1	Homo sapiens
ZSCAN21	zinc finger and SCAN domain containing 21	Homo sapiens
XIRP1	xin actin-binding repeat containing 1	Homo sapiens
BEND4	BEN domain containing 4	Homo sapiens
ATF5	activating transcription factor 5	Homo sapiens
MIR495	microRNA 495	Homo sapiens
CALHM2	calcium homeostasis modulator 2	Homo sapiens
MIR106B	microRNA 106b	Homo sapiens
CBX7	chromobox homolog 7	Homo sapiens
MIR181D	microRNA 181d	Homo sapiens
MED8	mediator complex subunit 8	Homo sapiens
HOXA11	homeobox A11	Homo sapiens
SLAIN2	SLAIN motif family, member 2	Homo sapiens
ZKSCAN3	zinc finger with KRAB and SCAN domains 3	Homo sapiens
NBPF18P	neuroblastoma breakpoint family, member 18 (pseudogene)	Homo sapiens
MORC2	MORC family CW-type zinc finger 2	Homo sapiens
CENPM	centromere protein M	Homo sapiens
SNAR-C3	small ILF3/NF90-associated RNA C3	Homo sapiens
POLR2A	polymerase (RNA) II (DNA directed) polypeptide A, 220kDa	Homo sapiens
MIR1913	microRNA 1913	Homo sapiens
MIR93	microRNA 93	Homo sapiens
ANP32E	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E	Homo sapiens
RNU1-1	RNA, U1F1 small nuclear; RNA, U1C2 small nuclear; RNA, U1G2 small nuclear; RNA, U1C1 small nuclear; RNA, U1G3 small nuclear; RNA, U1A3 small nuclear; RNA, U1G1 small nuclear; RNA, U1A small nuclear	Homo sapiens
RNU1-4	RNA, U1F1 small nuclear; RNA, U1C2 small nuclear; RNA, U1G2 small nuclear; RNA, U1C1 small nuclear; RNA, U1G3 small nuclear; RNA, U1A3 small nuclear; RNA, U1G1 small nuclear; RNA, U1A small nuclear	Homo sapiens
RNU1-2	RNA, U1F1 small nuclear; RNA, U1C2 small nuclear; RNA, U1G2 small nuclear; RNA, U1C1 small nuclear; RNA, U1G3 small nuclear; RNA, U1A3 small nuclear; RNA, U1G1 small nuclear; RNA, U1A small nuclear	Homo sapiens
RNU1-3	RNA, U1F1 small nuclear; RNA, U1C2 small nuclear; RNA, U1G2 small nuclear; RNA, U1C1 small nuclear; RNA, U1G3 small nuclear; RNA, U1A3 small nuclear; RNA, U1G1 small nuclear; RNA, U1A small nuclear	Homo sapiens
PLAC1	placenta-specific 1	Homo sapiens
ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif, 12	Homo sapiens
TBCC	tubulin folding cofactor C	Homo sapiens
ZNF385A	zinc finger protein 385A	Homo sapiens
SBK1	SH3-binding domain kinase 1	Homo sapiens
C8orf33	chromosome 8 open reading frame 33	Homo sapiens
ZFP64	zinc finger protein 64 homolog (mouse)	Homo sapiens
CANT1	calcium activated nucleotidase 1	Homo sapiens
GPSM1	G-protein signaling modulator 1 (AGS3-like, C. elegans)	Homo sapiens
RRAS	related RAS viral (r-ras) oncogene homolog	Homo sapiens
RTN3	reticulon 3	Homo sapiens
MRPS35	mitochondrial ribosomal protein S35	Homo sapiens
CYP2F1	cytochrome P450, family 2, subfamily F, polypeptide 1	Homo sapiens
ERAS	ES cell expressed Ras	Homo sapiens
AK3	adenylate kinase 3	Homo sapiens
C1orf132	chromosome 1 open reading frame 132	Homo sapiens
CAPN1	calpain 1, (mu/I) large subunit	Homo sapiens
CD3E	CD3e molecule, epsilon (CD3-TCR complex)	Homo sapiens
C2CD4C	family with sequence similarity 148, member C; hypothetical protein LOC100133882	Homo sapiens
C2CD3	C2 calcium-dependent domain containing 3	Homo sapiens
RNF40	ring finger protein 40	Homo sapiens
CD151	CD151 molecule (Raph blood group)	Homo sapiens
MIR210	microRNA 210	Homo sapiens
NKX6-3	NK6 homeobox 3	Homo sapiens
TBC1D1	TBC1 (tre-2/USP6, BUB2, cdc16) domain family, member 1	Homo sapiens
ZNF287	zinc finger protein 287	Homo sapiens
VAT1	vesicle amine transport protein 1 homolog (T. californica)	Homo sapiens
BST1	bone marrow stromal cell antigen 1	Homo sapiens
LOC645752	golgi autoantigen, golgin subfamily a, 6C; golgi autoantigen, golgin subfamily a, 6 pseudogene; golgi autoantigen, golgin subfamily a, 6D; golgi autoantigen, golgin subfamily a, 6	Homo sapiens
ANGPTL5	angiopoietin-like 5	Homo sapiens
MIR548I3	microRNA 548I-3	Homo sapiens
LYL1	lymphoblastic leukemia derived sequence 1	Homo sapiens
KANK1	KN motif and ankyrin repeat domains 1; similar to ankyrin repeat domain protein 15 isoform b	Homo sapiens
C8orf37	chromosome 8 open reading frame 37	Homo sapiens
S1PR4	sphingosine-1-phosphate receptor 4	Homo sapiens
UBN1	ubinuclein 1	Homo sapiens
FOXK1	forkhead box K1	Homo sapiens
LOC389705	chromosome 4 open reading frame 27 pseudogene	Homo sapiens
TLN1	talin 1	Homo sapiens
SNAR-C1	small ILF3/NF90-associated RNA C1	Homo sapiens
LOC642852	hypothetical LOC642852	Homo sapiens
ETV7	ets variant 7	Homo sapiens
MIR1181	microRNA 1181	Homo sapiens
RCL1	RNA terminal phosphate cyclase-like 1	Homo sapiens
ATF3	activating transcription factor 3	Homo sapiens
E2F3	E2F transcription factor 3	Homo sapiens
BICD2	bicaudal D homolog 2 (Drosophila)	Homo sapiens
FEZ1	fasciculation and elongation protein zeta 1 (zygin I)	Homo sapiens
STRADB	STE20-related kinase adaptor beta	Homo sapiens
ARID3C	AT rich interactive domain 3C (BRIGHT-like)	Homo sapiens
ST6GALNAC6	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	Homo sapiens
PSMB7	proteasome (prosome, macropain) subunit, beta type, 7	Homo sapiens
CYP4A22	cytochrome P450, family 4, subfamily A, polypeptide 22	Homo sapiens
KRT75	keratin 75	Homo sapiens
ARID5B	AT rich interactive domain 5B (MRF1-like)	Homo sapiens
INSRR	insulin receptor-related receptor	Homo sapiens
C9orf50	chromosome 9 open reading frame 50	Homo sapiens
ALDH18A1	aldehyde dehydrogenase 18 family, member A1	Homo sapiens
ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif, 16	Homo sapiens
SIX1	SIX homeobox 1	Homo sapiens
SCARNA6	small Cajal body-specific RNA 5; small Cajal body-specific RNA 6	Homo sapiens
SCGB3A1	secretoglobin, family 3A, member 1	Homo sapiens
FAM175A	family with sequence similarity 175, member A	Homo sapiens
VARS	valyl-tRNA synthetase	Homo sapiens
CRYBA1	crystallin, beta A1	Homo sapiens
ARHGEF19	Rho guanine nucleotide exchange factor (GEF) 19	Homo sapiens
FRMD1	FERM domain containing 1	Homo sapiens
RC3H1	ring finger and CCCH-type zinc finger domains 1	Homo sapiens
ESPL1	extra spindle pole bodies homolog 1 (S. cerevisiae)	Homo sapiens
NEAT1	non-protein coding RNA 84	Homo sapiens
WLS	G protein-coupled receptor 177	Homo sapiens
ZBTB4	zinc finger and BTB domain containing 4	Homo sapiens
DUSP9	dual specificity phosphatase 9	Homo sapiens
SPTLC1	serine palmitoyltransferase, long chain base subunit 1	Homo sapiens
SSR1	signal sequence receptor, alpha	Homo sapiens
FAU	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed	Homo sapiens
CNDP2	CNDP dipeptidase 2 (metallopeptidase M20 family)	Homo sapiens
SLC25A23	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23	Homo sapiens
LINGO1	leucine rich repeat and Ig domain containing 1	Homo sapiens
SULT1A4	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 4; sulfotransferase family, cytosolic, 1A, phenol-preferring, member 3	Homo sapiens
SULT1A3	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 4; sulfotransferase family, cytosolic, 1A, phenol-preferring, member 3	Homo sapiens
ZNF785	zinc finger protein 688; zinc finger protein 785	Homo sapiens
OR4D5	olfactory receptor, family 4, subfamily D, member 5	Homo sapiens
CLN8	ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation)	Homo sapiens
IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta	Homo sapiens
IFITM3	interferon induced transmembrane protein 3 (1-8U)	Homo sapiens
NDUFA13	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13	Homo sapiens
HDGFRP2	hepatoma-derived growth factor-related protein 2	Homo sapiens
NOG	noggin	Homo sapiens
EVC	Ellis van Creveld syndrome	Homo sapiens
BAIAP2	BAI1-associated protein 2	Homo sapiens
MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2	Homo sapiens
PROK1	prokineticin 1	Homo sapiens
XRRA1	X-ray radiation resistance associated 1	Homo sapiens
NFIX	nuclear factor I/X (CCAAT-binding transcription factor)	Homo sapiens
KRT24	keratin 24	Homo sapiens
PRELID1	PRELI domain containing 1; similar to Px19-like protein (25 kDa protein of relevant evolutionary and lymphoid interest) (PRELI)	Homo sapiens
STXBP1	syntaxin binding protein 1	Homo sapiens
SLC43A2	solute carrier family 43, member 2	Homo sapiens
MIR25	microRNA 25	Homo sapiens
CCDC121	coiled-coil domain containing 121	Homo sapiens
SPTBN5	spectrin, beta, non-erythrocytic 5	Homo sapiens
RIMKLA	ribosomal modification protein rimK-like family member A	Homo sapiens
TLE6	transducin-like enhancer of split 6 (E(sp1) homolog, Drosophila)	Homo sapiens
NEK6	NIMA (never in mitosis gene a)-related kinase 6	Homo sapiens
CHST8	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 8	Homo sapiens
IGFBP4	insulin-like growth factor binding protein 4	Homo sapiens
RMRP	RNA component of mitochondrial RNA processing endoribonuclease	Homo sapiens
MIR574	microRNA 574	Homo sapiens
LOC150935	hypothetical protein LOC150935	Homo sapiens
TJAP1	tight junction associated protein 1 (peripheral)	Homo sapiens
ZNF501	zinc finger protein 501	Homo sapiens
CHRNE	cholinergic receptor, nicotinic, epsilon	Homo sapiens
PCDHGB1	protocadherin gamma subfamily B, 1	Homo sapiens
ZNF439	zinc finger protein 439	Homo sapiens
CD33	CD33 molecule	Homo sapiens
OCIAD2	OCIA domain containing 2	Homo sapiens
RECK	reversion-inducing-cysteine-rich protein with kazal motifs	Homo sapiens
INS	insulin-like growth factor 2 (somatomedin A); insulin; INS-IGF2 readthrough transcript	Homo sapiens
INS-IGF2	insulin-like growth factor 2 (somatomedin A); insulin; INS-IGF2 readthrough transcript	Homo sapiens
RNF166	ring finger protein 166	Homo sapiens
MRPL49	mitochondrial ribosomal protein L49	Homo sapiens
PROCA1	protein interacting with cyclin A1	Homo sapiens
GHR	growth hormone receptor	Homo sapiens
KCTD8	potassium channel tetramerisation domain containing 8	Homo sapiens
HOMEZ	homeobox and leucine zipper encoding	Homo sapiens
PSIP1	PC4 and SFRS1 interacting protein 1	Homo sapiens
DMRT2	doublesex and mab-3 related transcription factor 2	Homo sapiens
NRN1	neuritin 1	Homo sapiens
RPL23P8	ribosomal protein L23 pseudogene 8	Homo sapiens
MIR543	microRNA 543	Homo sapiens
ACAN	aggrecan	Homo sapiens
SDK1	sidekick homolog 1, cell adhesion molecule (chicken); hypothetical LOC730351	Homo sapiens
SMAD9	SMAD family member 9	Homo sapiens
SLC25A11	solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11	Homo sapiens
TPRXL	tetra-peptide repeat homeobox-like	Homo sapiens
TCHP	trichoplein, keratin filament binding	Homo sapiens
PI16	peptidase inhibitor 16	Homo sapiens
TOP3A	topoisomerase (DNA) III alpha	Homo sapiens
LIMA1	LIM domain and actin binding 1	Homo sapiens
GLYCAM1	glycosylation dependent cell adhesion molecule 1 (pseudogene)	Homo sapiens
CDYL	chromodomain protein, Y-like	Homo sapiens
DCDC2	doublecortin domain containing 2	Homo sapiens
RAB24	RAB24, member RAS oncogene family	Homo sapiens
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	Homo sapiens
C15orf39	chromosome 15 open reading frame 39	Homo sapiens
GLYR1	cytokine-like nuclear factor n-pac	Homo sapiens
MRPL20	similar to mitochondrial ribosomal protein L20; mitochondrial ribosomal protein L20	Homo sapiens
TIGD6	tigger transposable element derived 6	Homo sapiens
PABPC4	poly(A) binding protein, cytoplasmic 4 (inducible form)	Homo sapiens
SNRPC	small nuclear ribonucleoprotein polypeptide C	Homo sapiens
IL17C	interleukin 17C	Homo sapiens
IL11RA	interleukin 11 receptor, alpha	Homo sapiens
KCNJ10	potassium inwardly-rectifying channel, subfamily J, member 10	Homo sapiens
HIST1H2AK	histone cluster 1, H2ag; histone cluster 1, H2ah; histone cluster 1, H2ai; histone cluster 1, H2ak; histone cluster 1, H2al; histone cluster 1, H2am	Homo sapiens
WDR82	WD repeat domain 82	Homo sapiens
ZNF12	postmeiotic segregation increased 2-like 3; zinc finger protein 12	Homo sapiens
SH2D3A	SH2 domain containing 3A	Homo sapiens
TACC3	transforming, acidic coiled-coil containing protein 3	Homo sapiens
SSRP1	structure specific recognition protein 1	Homo sapiens
FAM20C	family with sequence similarity 20, member C	Homo sapiens
